company Name,Question
DuBoisIntegrityAcademy, Can you do what is set out in the state's guidelines within a timely manner?
BoozAllenHamilton, How do you respond to an unhappy client?
XSUNTCorp., How would you evaluate your SQL expertise? Then ask about most common syntax and your previous experience about using SQL/ SQL server.
Brandwatch," Behavior questions (how you manage your time, getting along with people, etc)"
CogoLabs, What do you want to develop in your first years in the role? Do you see yourself managing teams?
SawyerStudios, Walk me through your resume
ADP, normal behavior questions and knowledge of SQL
WetSeal, How do you get your point across to someone that is set in their ways?
Cushman&Wakefield, what's your salary expectation
FairWarning, What are the core values of FairWarning?
FlynnRestaurantGroup, How much would you charge to clean all of the windows in Cleveland?
Schoolzilla, What is something you don't like doing?
Utilimap," career goals, basic math"
LifeMoves," Do you know pivot tables, V-Lookup, H-Lookup in MS Excel?"
ParklandHealth&HospitalSystem," IBM SPSS, All situational questions from your experiences to know about your personality."
XSUNTCorp., How does PL/SQL get data from database
Boeing, topology sorting (course schedule II); followup: print the sort routing of specific node in the graph.
Twitch, Simple table schema with questions increasing in difficulty as you go along. Nothing harder than some self-joins and generating BINs for histograms.
Statistics&DataCorporation(SDC), Why do I want to work for SDC? What was my understanding of the role?
CMEGroup, What are the differences between Python and C++?
CMEGroup," How to short vega and long gamma, or short gamma and long vega using European call options only?"
CMEGroup," Black-Scholes-Merton formula, basic concepts, greeks"
CMEGroup, What are the design principles of C++?
CMEGroup, What are the principles of OOP programming?
Careem, visualization tools and etl
Yahoo, Algorithms. Asked me to write an algorithm of a program.
Careem, behavioral and career related
Careem, sql questions
ScientiaMobile, Nothing much just basics.
JMFamilyEnterprises, What are characteristics that you think are most important for management to have?
Persado, Tell about yourself and why this company.
PrimitivesByKathy," my previous employee and had a tour of their "" offices "" "
Intent, Tell about a time you told a story using data. Describe how you would figure out the angle between the minute hand and the hour hand on an analog clock when it reads 1:15. Explain the difference between possible SQL joins.
BackOfficeAssociates," The skills required for the course are simple understanding of computer data management, and adaptation to a new system. SQL skills are a major plus, but will be taught in the course."
Centene, Describe a time when you were placed in a position that compromised your ethics.
NewYorkCityDepartmentofTransportation, What are the join types in SQL?
QuickenLoans, 1. How do you hear about our company? 2. What did you do when you served as an intern in…? Any project? 1. Biggest Challenge 2. Time you made a mistake 3. Can you introduce one of your mentor and what did you learn from him? 1. Authorized to work in US? 2. Compensation 3. Have You Ever Been Fired or Asked to Resign? 4. Work time comfortable? 5. When are you available to work? 6. When will you graduate? 7. Our company is located in…Are you okay with that?
InterstateMoving|Relocation|Logistics, They give you an excel file and let you pull out the top selling product for the month
AXA, Tell me about yourself?
CapitalOne, Describe a time when you had to persuade someone to agree with you
ArchSystems, Describe near future goals and 5 year career goals?
Zynga, What is your favorite book?
RandstadUS, If someone else walks in with the exact same credentials; why should we hire you?
WageWorks, How would you deal with a team member when they do not finish their work?
ArgusInformation&AdvisoryServices, a lot of critical thinking questions. Like if you burned a rope from 2 sides how would you know when to stop when there was only 1/3 the rope that was not burned.
DrAxe.com, What types of marketing budgets have you worked on in the past? What online programs did you write direct response copy for?
MusicReports, Do you have any previous music experience?
